term_id,canonical_term,category,subcategory,definition,mechanical_role,typical_value_unit,design_notes,scope,added,search_tags
WG-0864,Flag Command Rating,Command & control,Formation command statistic,A rating representing the effectiveness of higher naval command over a formation.,Quantifies formation-level command performance,rating / ordinal,Separates admiral/formation command from individual ship command.,"System-specific label, generic concept",2026-09-23,flag command rating flag rating; admiral command rating command & control formation command statistic
WG-0865,Crew Rating,Game data,Personnel quality statistic,A rating representing the overall proficiency of a ship's crew.,Feeds operational and combat performance,rating / ordinal,Generic personnel-quality statistic for vehicles and vessels.,Generic concept,2026-09-23,crew rating crew quality; crew proficiency game data personnel quality statistic
WG-0866,Damage Control Rating,Damage & morale,Recovery statistic,A rating representing a vessel's ability to contain and repair battle damage.,Governs post-hit recovery and damage mitigation,rating / modifier,Distinct from armour or structure because it acts after damage occurs.,Generic naval concept,2026-09-23,damage control rating dc rating; damage-control capability damage & morale recovery statistic
WG-0867,Visibility Code,Targeting & visibility,Environment code,A coded representation of current visibility conditions used by detection and sighting procedures.,Compresses environmental visibility into a reusable rules value,code / category,"Can combine weather, daylight and atmospheric conditions.",Generic design concept,2026-09-23,visibility code visibility condition code targeting & visibility environment code
WG-0868,Signal Visibility,Command & control,Communication range,The distance or condition under which visual signals can be observed by another unit.,Constrains visual command and communication,range / visibility condition,Useful for pre-radio and degraded-communications games.,Generic concept,2026-09-23,signal visibility visibility of signals; signalling range command & control communication range
WG-0869,Operational Reduction,Environment & terrain,Weather effect,A percentage or graded reduction in shipboard operations caused by adverse weather or sea conditions.,Turns environmental severity into capability loss,percentage / modifier,Can affect both general operations and weapon accuracy.,Generic design concept,2026-09-23,operational reduction reduction of operations; weather degradation environment & terrain weather effect
WG-0870,Radar Visibility,Targeting & visibility,Sensor visibility,The maximum or effective distance at which a target can be detected by radar under the applicable conditions.,Defines sensor-based detection envelope,distance / range,Different from visual visibility and from a target's signature statistic.,Generic concept,2026-09-23,radar visibility radar detection range; radar visibility range targeting & visibility sensor visibility
WG-0871,Target Detection Probability,Targeting & visibility,Detection statistic,A probability used to determine whether a potential contact becomes successfully detected.,Resolves uncertain acquisition,percentage / die target,Separates being within possible detection range from actually obtaining a contact.,Generic design concept,2026-09-23,target detection probability detection probability; spotting probability targeting & visibility detection statistic
WG-0872,Searchlight Illumination,Targeting & visibility,Night-fighting aid,Artificial illumination used to make a target sufficiently visible for night engagement.,Temporarily improves target visibility,range / illumination state,A night-combat acquisition mechanic rather than ordinary terrain lighting.,Generic concept,2026-09-23,searchlight illumination illumination for gunfire; searchlight acquisition targeting & visibility night-fighting aid
WG-0873,Speed Loss During Manoeuvre,Movement,Momentum penalty,A reduction in effective speed caused by turning or manoeuvring.,Models energy or momentum loss during course changes,speed reduction / percentage,"Useful for ships, aircraft and high-speed vehicles.",Generic design concept,2026-09-23,speed loss during manoeuvre turn speed loss; manoeuvre speed loss movement momentum penalty
WG-0874,Impulse Movement Segment,Movement,Segmented movement,One subdivision of a turn used to distribute movement according to current speed and manoeuvre orders.,Interleaves movement over smaller time slices,segment / distance,Useful for simultaneous-feeling vehicle and naval movement.,Generic design concept,2026-09-23,impulse movement segment movement impulse; impulse segment movement segmented movement
WG-0875,Fire Control System,Combat & weapons,Targeting system,A weapon-control system or classification used to determine how effectively a platform can direct gunfire.,Links sensing and gunnery accuracy,system class / rating,Separate from the weapon itself and from general crew quality.,Generic concept,2026-09-23,fire control system fcs; fire-control classification combat & weapons targeting system
WG-0876,Ammunition Loadout,Logistics & supply,Ammunition allocation,The quantity and mixture of ammunition types carried at the start of an engagement.,Constrains sustained fire and ammunition choice,rounds / percentage / mix,Supports historically asymmetric ammunition stocks.,Generic concept,2026-09-23,ammunition loadout ammo load; ammunition mix logistics & supply ammunition allocation
WG-0877,Sea State Code,Environment & terrain,Weather state,"A categorical code representing sea conditions for use by movement, detection and weapon procedures.",Provides a shared environmental state,category / code,Useful for linking one weather value to several subsystems.,Generic naval concept,2026-09-23,sea state code sea state; beaufort sea state environment & terrain weather state
